Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2021-10-25,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-10-25,2244,"Middlesex-London",0,22,0,0,74,2
2021-10-25,2246,"Niagara",2,27,2,1,258,0
2021-10-25,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-10-25,2249,"Northwestern",0,3,0,0,0,0
2021-10-25,2251,"Ottawa",0,28,5,2,290,3
2021-10-25,2253,"Peel",0,28,0,1,340,4
2021-10-25,2255,"Peterborough",0,5,0,0,4,0
2021-10-25,2256,"Porcupine",0,6,0,0,16,0
2021-10-25,2257,"Renfrew",0,6,0,0,2,0
2021-10-25,2260,"Simcoe-Muskoka",0,22,0,1,111,0
2021-10-25,4913,"South West",0,13,0,1,31,0
2021-10-25,2261,"Sudbury",1,8,2,0,4,0
2021-10-25,2262,"Thunder Bay",0,6,0,0,23,0
2021-10-25,2263,"Timiskaming",0,5,0,0,0,0
2021-10-25,3895,"Toronto",0,84,0,0,1400,3
2021-10-25,2265,"Waterloo",0,24,0,1,119,0
2021-10-25,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-10-25,2268,"Windsor-Essex",0,19,0,0,192,1
2021-10-25,2270,"York Region",0,28,0,1,243,0
2021-10-26,2226,"Algoma",0,3,0,0,1,0
2021-10-26,2227,"Brant",0,7,0,0,0,0
2021-10-26,2240,"Chatham-Kent",0,5,0,0,2,0
2021-10-26,2230,"Durham",1,19,1,1,212,0
2021-10-26,2258,"Eastern Ontario",1,17,2,1,54,0
2021-10-26,2233,"Grey-Bruce",0,9,0,0,0,0
2021-10-26,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-10-26,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-10-26,2236,"Halton",0,18,0,0,108,0
2021-10-26,2237,"Hamilton",0,25,1,0,138,0
2021-10-26,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-10-26,5183,"Huron Perth",0,13,0,0,29,0
2021-10-26,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-10-26,2242,"Lambton",0,9,0,0,12,0
2021-10-26,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-10-26,2244,"Middlesex-London",0,22,0,0,74,2
2021-10-26,2246,"Niagara",0,29,0,0,258,0
2021-10-26,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-10-26,2249,"Northwestern",0,3,0,0,0,0
2021-10-26,2251,"Ottawa",0,28,5,2,290,3
2021-10-26,2253,"Peel",0,28,1,1,340,4
2021-10-26,2255,"Peterborough",0,5,0,0,4,0
2021-10-26,2256,"Porcupine",0,6,0,0,16,0
2021-10-26,2257,"Renfrew",0,6,0,0,2,0
2021-10-26,2260,"Simcoe-Muskoka",0,22,0,1,111,0
2021-10-26,4913,"South West",0,13,0,1,31,0
2021-10-26,2261,"Sudbury",1,8,2,0,4,0
2021-10-26,2262,"Thunder Bay",0,6,0,0,23,0
2021-10-26,2263,"Timiskaming",0,5,0,0,0,0
2021-10-26,3895,"Toronto",0,84,0,0,1400,3
2021-10-26,2265,"Waterloo",0,24,0,1,119,0
2021-10-26,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-10-26,2268,"Windsor-Essex",0,19,0,0,192,1
2021-10-26,2270,"York Region",0,28,0,1,243,0
2021-10-27,2226,"Algoma",0,3,0,0,1,0
2021-10-27,2227,"Brant",0,7,0,0,0,0
2021-10-27,2240,"Chatham-Kent",0,5,0,0,2,0
2021-10-27,2230,"Durham",1,19,1,1,212,0
2021-10-27,2258,"Eastern Ontario",1,17,2,1,54,0
2021-10-27,2233,"Grey-Bruce",0,9,0,0,0,0
2021-10-27,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-10-27,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-10-27,2236,"Halton",0,18,0,0,108,0
2021-10-27,2237,"Hamilton",0,25,1,0,138,0
2021-10-27,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-10-27,5183,"Huron Perth",0,13,0,0,29,0
2021-10-27,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-10-27,2242,"Lambton",0,9,0,0,12,0
2021-10-27,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-10-27,2244,"Middlesex-London",0,22,0,0,74,2
2021-10-27,2246,"Niagara",0,29,0,0,258,0
2021-10-27,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-10-27,2249,"Northwestern",0,3,0,0,0,0
2021-10-27,2251,"Ottawa",0,28,5,2,290,3
2021-10-27,2253,"Peel",0,28,1,1,340,4
2021-10-27,2255,"Peterborough",0,5,0,0,4,0
2021-10-27,2256,"Porcupine",0,6,0,0,16,0
2021-10-27,2257,"Renfrew",0,6,0,0,2,0
2021-10-27,2260,"Simcoe-Muskoka",0,22,0,1,111,0
2021-10-27,4913,"South West",0,13,0,1,31,0
2021-10-27,2261,"Sudbury",1,8,2,0,4,0
2021-10-27,2262,"Thunder Bay",0,6,0,0,23,0
2021-10-27,2263,"Timiskaming",0,5,0,0,0,0
2021-10-27,3895,"Toronto",0,84,0,0,1400,3
2021-10-27,2265,"Waterloo",0,24,0,1,119,0
2021-10-27,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-10-27,2268,"Windsor-Essex",0,19,0,0,192,1
2021-10-27,2270,"York Region",0,28,0,1,243,0
2021-10-28,2226,"Algoma",0,3,0,0,1,0
2021-10-28,2227,"Brant",0,7,0,0,0,0
2021-10-28,2240,"Chatham-Kent",0,5,0,0,2,0
2021-10-28,2230,"Durham",1,19,1,1,212,0
2021-10-28,2258,"Eastern Ontario",1,17,2,1,54,0
2021-10-28,2233,"Grey-Bruce",0,9,0,0,0,0
2021-10-28,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-10-28,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-10-28,2236,"Halton",0,18,0,0,108,0
2021-10-28,2237,"Hamilton",0,25,1,0,138,0
2021-10-28,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-10-28,5183,"Huron Perth",0,13,0,0,29,0
2021-10-28,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-10-28,2242,"Lambton",0,9,0,0,12,0
2021-10-28,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-10-28,2244,"Middlesex-London",0,22,0,0,74,2
2021-10-28,2246,"Niagara",0,29,0,0,258,0
2021-10-28,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-10-28,2249,"Northwestern",0,3,0,0,0,0
2021-10-28,2251,"Ottawa",0,28,5,2,290,3
2021-10-28,2253,"Peel",0,28,1,1,340,4
2021-10-28,2255,"Peterborough",0,5,0,0,4,0
2021-10-28,2256,"Porcupine",0,6,0,0,16,0
2021-10-28,2257,"Renfrew",0,6,0,0,2,0
2021-10-28,2260,"Simcoe-Muskoka",0,22,0,1,111,0
2021-10-28,4913,"South West",0,13,0,1,31,0
2021-10-28,2261,"Sudbury",1,8,4,2,4,0
2021-10-28,2262,"Thunder Bay",0,6,0,0,23,0
2021-10-28,2263,"Timiskaming",0,5,0,0,0,0
2021-10-28,3895,"Toronto",0,84,0,0,1400,3
2021-10-28,2265,"Waterloo",0,24,0,1,119,0
2021-10-28,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-10-28,2268,"Windsor-Essex",0,19,0,0,192,1
2021-10-28,2270,"York Region",0,28,0,1,243,0
2021-10-29,2226,"Algoma",0,3,0,0,1,0
2021-10-29,2227,"Brant",0,7,0,0,0,0
2021-10-29,2240,"Chatham-Kent",0,5,0,0,2,0
2021-10-29,2230,"Durham",1,19,1,1,212,0
2021-10-29,2258,"Eastern Ontario",1,17,2,1,54,0
2021-10-29,2233,"Grey-Bruce",0,9,0,0,0,0
2021-10-29,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-10-29,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-10-29,2236,"Halton",0,18,0,0,108,0
2021-10-29,2237,"Hamilton",0,25,1,0,138,0
2021-10-29,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-10-29,5183,"Huron Perth",0,13,0,0,29,0
2021-10-29,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-10-29,2242,"Lambton",0,9,0,0,12,0
2021-10-29,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-10-29,2244,"Middlesex-London",0,22,0,0,74,2
2021-10-29,2246,"Niagara",0,29,0,0,258,0
2021-10-29,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-10-29,2249,"Northwestern",0,3,0,0,0,0
2021-10-29,2251,"Ottawa",0,28,5,2,290,3
2021-10-29,2253,"Peel",0,28,1,1,340,4
2021-10-29,2255,"Peterborough",0,5,0,0,4,0
2021-10-29,2256,"Porcupine",0,6,0,0,16,0
2021-10-29,2257,"Renfrew",0,6,0,0,2,0
2021-10-29,2260,"Simcoe-Muskoka",0,22,0,1,111,0
2021-10-29,4913,"South West",0,13,0,1,31,0
2021-10-29,2261,"Sudbury",1,8,4,2,4,0
2021-10-29,2262,"Thunder Bay",0,6,0,0,23,0
2021-10-29,2263,"Timiskaming",0,5,0,0,0,0
2021-10-29,3895,"Toronto",0,84,0,0,1400,3
2021-10-29,2265,"Waterloo",0,24,0,1,119,0
2021-10-29,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-10-29,2268,"Windsor-Essex",0,19,0,0,192,1
2021-10-29,2270,"York Region",0,28,0,1,243,0
2021-11-01,2226,"Algoma",0,3,0,0,1,0
2021-11-01,2227,"Brant",0,7,0,0,0,0
2021-11-01,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-01,2230,"Durham",1,19,1,1,212,0
2021-11-01,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-01,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-01,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-01,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-01,2236,"Halton",0,18,0,0,108,0
2021-11-01,2237,"Hamilton",0,25,1,0,138,0
2021-11-01,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-01,5183,"Huron Perth",0,13,0,0,29,0
2021-11-01,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-01,2242,"Lambton",0,9,0,0,12,0
2021-11-01,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-01,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-01,2246,"Niagara",0,29,0,0,258,0
2021-11-01,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-01,2249,"Northwestern",0,3,0,0,0,0
2021-11-01,2251,"Ottawa",0,28,0,0,290,3
2021-11-01,2253,"Peel",0,28,1,1,340,4
2021-11-01,2255,"Peterborough",0,5,0,0,4,0
2021-11-01,2256,"Porcupine",0,6,0,0,16,0
2021-11-01,2257,"Renfrew",0,6,0,0,2,0
2021-11-01,2260,"Simcoe-Muskoka",1,21,0,3,111,0
2021-11-01,4913,"South West",0,13,0,1,31,0
2021-11-01,2261,"Sudbury",1,8,0,1,4,0
2021-11-01,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-01,2263,"Timiskaming",0,5,0,0,0,0
2021-11-01,3895,"Toronto",0,84,0,0,1400,3
2021-11-01,2265,"Waterloo",0,24,0,1,119,0
2021-11-01,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-01,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-01,2270,"York Region",0,28,0,1,243,0
2021-11-02,2226,"Algoma",0,3,0,0,1,0
2021-11-02,2227,"Brant",0,7,0,0,0,0
2021-11-02,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-02,2230,"Durham",1,19,1,1,212,0
2021-11-02,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-02,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-02,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-02,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-02,2236,"Halton",0,18,0,0,108,0
2021-11-02,2237,"Hamilton",0,25,1,0,138,0
2021-11-02,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-02,5183,"Huron Perth",0,13,0,0,29,0
2021-11-02,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-02,2242,"Lambton",0,9,0,0,12,0
2021-11-02,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-02,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-02,2246,"Niagara",0,29,0,0,258,0
2021-11-02,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-02,2249,"Northwestern",0,3,0,0,0,0
2021-11-02,2251,"Ottawa",0,28,0,0,290,3
2021-11-02,2253,"Peel",0,28,1,1,340,4
2021-11-02,2255,"Peterborough",0,5,0,0,4,0
2021-11-02,2256,"Porcupine",0,6,0,0,16,0
2021-11-02,2257,"Renfrew",0,6,0,0,2,0
2021-11-02,2260,"Simcoe-Muskoka",1,21,0,3,111,0
2021-11-02,4913,"South West",0,13,0,1,31,0
2021-11-02,2261,"Sudbury",1,8,0,1,4,0
2021-11-02,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-02,2263,"Timiskaming",0,5,0,0,0,0
2021-11-02,3895,"Toronto",0,84,0,0,1400,3
2021-11-02,2265,"Waterloo",0,24,0,1,119,0
2021-11-02,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-02,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-02,2270,"York Region",0,28,0,1,243,0
2021-11-03,2226,"Algoma",0,3,0,0,1,0
2021-11-03,2227,"Brant",0,7,0,0,0,0
2021-11-03,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-03,2230,"Durham",0,20,0,0,212,0
2021-11-03,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-03,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-03,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-03,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-03,2236,"Halton",0,18,0,0,108,0
2021-11-03,2237,"Hamilton",0,25,1,0,138,0
2021-11-03,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-03,5183,"Huron Perth",0,13,0,0,29,0
2021-11-03,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-03,2242,"Lambton",0,9,0,0,12,0
2021-11-03,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-03,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-03,2246,"Niagara",0,29,0,1,258,0
2021-11-03,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-03,2249,"Northwestern",0,3,0,0,0,0
2021-11-03,2251,"Ottawa",0,28,0,0,290,3
2021-11-03,2253,"Peel",0,28,1,1,340,4
2021-11-03,2255,"Peterborough",0,5,0,0,4,0
2021-11-03,2256,"Porcupine",0,6,0,0,16,0
2021-11-03,2257,"Renfrew",0,6,0,0,2,0
2021-11-03,2260,"Simcoe-Muskoka",1,21,0,3,111,0
2021-11-03,4913,"South West",0,13,0,1,31,0
2021-11-03,2261,"Sudbury",1,8,0,1,4,0
2021-11-03,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-03,2263,"Timiskaming",0,5,0,0,0,0
2021-11-03,3895,"Toronto",0,84,0,0,1400,3
2021-11-03,2265,"Waterloo",0,24,0,1,119,0
2021-11-03,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-03,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-03,2270,"York Region",0,28,0,1,243,0
2021-11-04,2226,"Algoma",0,3,0,0,1,0
2021-11-04,2227,"Brant",0,7,0,0,0,0
2021-11-04,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-04,2230,"Durham",0,20,0,0,212,0
2021-11-04,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-04,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-04,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-04,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-04,2236,"Halton",0,18,0,0,108,0
2021-11-04,2237,"Hamilton",0,25,1,0,138,0
2021-11-04,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-04,5183,"Huron Perth",0,13,0,0,29,0
2021-11-04,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-04,2242,"Lambton",0,9,0,0,12,0
2021-11-04,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-04,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-04,2246,"Niagara",0,29,0,1,258,0
2021-11-04,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-04,2249,"Northwestern",0,3,0,0,0,0
2021-11-04,2251,"Ottawa",0,28,0,0,290,3
2021-11-04,2253,"Peel",0,28,1,1,340,4
2021-11-04,2255,"Peterborough",0,5,0,0,4,0
2021-11-04,2256,"Porcupine",0,6,0,0,16,0
2021-11-04,2257,"Renfrew",0,6,0,0,2,0
2021-11-04,2260,"Simcoe-Muskoka",1,21,0,3,111,0
2021-11-04,4913,"South West",0,13,0,1,31,0
2021-11-04,2261,"Sudbury",1,8,0,1,4,0
2021-11-04,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-04,2263,"Timiskaming",0,5,0,0,0,0
2021-11-04,3895,"Toronto",0,84,0,0,1400,3
2021-11-04,2265,"Waterloo",0,24,0,1,119,0
2021-11-04,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-04,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-04,2270,"York Region",0,28,0,1,243,0
2021-11-05,2226,"Algoma",0,3,0,0,1,0
2021-11-05,2227,"Brant",0,7,0,0,0,0
2021-11-05,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-05,2230,"Durham",0,20,0,0,212,0
2021-11-05,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-05,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-05,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-05,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-05,2236,"Halton",0,18,0,0,108,0
2021-11-05,2237,"Hamilton",0,25,1,0,138,0
2021-11-05,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-05,5183,"Huron Perth",0,13,0,0,29,0
2021-11-05,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-05,2242,"Lambton",0,9,0,0,12,0
2021-11-05,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-05,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-05,2246,"Niagara",0,29,0,1,258,0
2021-11-05,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-05,2249,"Northwestern",0,3,0,0,0,0
2021-11-05,2251,"Ottawa",0,28,0,0,290,3
2021-11-05,2253,"Peel",0,28,1,1,340,4
2021-11-05,2255,"Peterborough",0,5,0,0,4,0
2021-11-05,2256,"Porcupine",0,6,0,0,16,0
2021-11-05,2257,"Renfrew",0,6,0,0,2,0
2021-11-05,2260,"Simcoe-Muskoka",1,21,0,3,111,0
2021-11-05,4913,"South West",0,13,0,1,31,0
2021-11-05,2261,"Sudbury",1,8,0,1,4,0
2021-11-05,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-05,2263,"Timiskaming",0,5,0,0,0,0
2021-11-05,3895,"Toronto",0,84,0,0,1400,3
2021-11-05,2265,"Waterloo",0,24,0,1,119,0
2021-11-05,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-05,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-05,2270,"York Region",0,28,0,1,243,0
2021-11-08,2226,"Algoma",0,3,0,0,1,0
2021-11-08,2227,"Brant",0,7,0,0,0,0
2021-11-08,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-08,2230,"Durham",0,20,0,0,212,0
2021-11-08,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-08,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-08,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-08,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-08,2236,"Halton",0,18,0,0,108,0
2021-11-08,2237,"Hamilton",0,25,0,0,138,0
2021-11-08,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-08,5183,"Huron Perth",0,13,0,0,29,0
2021-11-08,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-08,2242,"Lambton",0,9,0,0,12,0
2021-11-08,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-08,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-08,2246,"Niagara",0,29,0,1,258,0
2021-11-08,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-08,2249,"Northwestern",0,3,0,0,0,0
2021-11-08,2251,"Ottawa",0,28,0,0,290,3
2021-11-08,2253,"Peel",0,28,0,0,340,4
2021-11-08,2255,"Peterborough",0,5,0,0,4,0
2021-11-08,2256,"Porcupine",0,6,0,0,16,0
2021-11-08,2257,"Renfrew",0,6,0,0,2,0
2021-11-08,2260,"Simcoe-Muskoka",1,21,0,2,111,0
2021-11-08,4913,"South West",0,13,0,0,31,0
2021-11-08,2261,"Sudbury",1,8,0,1,4,0
2021-11-08,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-08,2263,"Timiskaming",0,5,0,0,0,0
2021-11-08,3895,"Toronto",0,84,0,0,1400,3
2021-11-08,2265,"Waterloo",0,24,0,0,119,0
2021-11-08,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-08,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-08,2270,"York Region",0,28,0,1,243,0
2021-11-09,2226,"Algoma",0,3,0,0,1,0
2021-11-09,2227,"Brant",0,7,0,0,0,0
2021-11-09,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-09,2230,"Durham",0,20,0,0,212,0
2021-11-09,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-09,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-09,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-09,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-09,2236,"Halton",0,18,0,0,108,0
2021-11-09,2237,"Hamilton",0,25,0,0,138,0
2021-11-09,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-09,5183,"Huron Perth",0,13,0,0,29,0
2021-11-09,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-09,2242,"Lambton",0,9,0,0,12,0
2021-11-09,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-09,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-09,2246,"Niagara",0,29,0,1,258,0
2021-11-09,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-09,2249,"Northwestern",0,3,0,0,0,0
2021-11-09,2251,"Ottawa",0,28,0,0,290,3
2021-11-09,2253,"Peel",0,28,0,0,340,4
2021-11-09,2255,"Peterborough",0,5,0,0,4,0
2021-11-09,2256,"Porcupine",0,6,0,0,16,0
2021-11-09,2257,"Renfrew",0,6,0,0,2,0
2021-11-09,2260,"Simcoe-Muskoka",1,21,0,2,111,0
2021-11-09,4913,"South West",0,13,0,0,31,0
2021-11-09,2261,"Sudbury",1,8,0,1,4,0
2021-11-09,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-09,2263,"Timiskaming",0,5,0,0,0,0
2021-11-09,3895,"Toronto",0,84,0,0,1400,3
2021-11-09,2265,"Waterloo",0,24,0,0,119,0
2021-11-09,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-09,2268,"Windsor-Essex",0,19,0,0,192,1
2021-11-09,2270,"York Region",0,28,0,0,243,0
2021-11-10,2226,"Algoma",0,3,0,0,1,0
2021-11-10,2227,"Brant",0,7,0,0,0,0
2021-11-10,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-10,2230,"Durham",0,20,0,0,212,0
2021-11-10,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-10,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-10,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-10,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-10,2236,"Halton",0,18,0,0,108,0
2021-11-10,2237,"Hamilton",0,25,0,0,138,0
2021-11-10,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-10,5183,"Huron Perth",0,13,0,0,29,0
2021-11-10,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-10,2242,"Lambton",0,9,0,0,12,0
2021-11-10,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-10,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-10,2246,"Niagara",0,29,0,1,258,0
2021-11-10,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-10,2249,"Northwestern",0,3,0,0,0,0
2021-11-10,2251,"Ottawa",0,28,0,0,290,3
2021-11-10,2253,"Peel",0,28,0,0,340,4
2021-11-10,2255,"Peterborough",0,5,0,0,4,0
2021-11-10,2256,"Porcupine",0,6,0,0,16,0
2021-11-10,2257,"Renfrew",0,6,0,0,2,0
2021-11-10,2260,"Simcoe-Muskoka",1,21,0,2,111,0
2021-11-10,4913,"South West",0,13,0,0,31,0
2021-11-10,2261,"Sudbury",1,8,0,1,4,0
2021-11-10,2262,"Thunder Bay",0,6,0,0,23,0
2021-11-10,2263,"Timiskaming",0,5,0,0,0,0
2021-11-10,3895,"Toronto",0,84,0,0,1400,3
2021-11-10,2265,"Waterloo",0,24,0,0,119,0
2021-11-10,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-11-10,2268,"Windsor-Essex",0,19,0,2,192,1
2021-11-10,2270,"York Region",0,28,0,0,243,0
2021-11-12,2226,"Algoma",0,3,0,0,1,0
2021-11-12,2227,"Brant",0,7,0,0,0,0
2021-11-12,2240,"Chatham-Kent",0,5,0,0,2,0
2021-11-12,2230,"Durham",0,20,0,0,212,0
2021-11-12,2258,"Eastern Ontario",0,18,0,0,54,0
2021-11-12,2233,"Grey-Bruce",0,9,0,0,0,0
2021-11-12,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-11-12,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-11-12,2236,"Halton",0,18,0,0,108,0
2021-11-12,2237,"Hamilton",0,25,0,0,138,0
2021-11-12,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-11-12,5183,"Huron Perth",0,13,0,0,29,0
2021-11-12,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-11-12,2242,"Lambton",0,9,0,0,12,0
2021-11-12,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-11-12,2244,"Middlesex-London",0,22,0,0,74,2
2021-11-12,2246,"Niagara",0,29,0,0,258,0
2021-11-12,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-11-12,2249,"Northwestern",0,3,0,0,0,0
2021-11-12,2251,"Ottawa",0,28,0,0,290,3
2021-11-12,2253,"Peel",0,28,0,0,340,4
2021-11-12,2255,"Peterborough",0,5,0,0,4,0
2021-11-12,2256,"Porcupine",0,6,0,0,16,0
