Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2021-06-18,2253,Peel,0,28,0,1,339,4
2021-06-18,2255,Peterborough,0,5,0,0,4,0
2021-06-18,2256,Porcupine,0,6,0,0,16,0
2021-06-18,2257,Renfrew,0,6,0,0,2,0
2021-06-18,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-18,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-18,2261,Sudbury,0,9,0,0,4,0
2021-06-18,2262,Thunder Bay,0,6,0,0,23,0
2021-06-18,2263,Timiskaming,0,5,0,0,0,0
2021-06-18,2265,Waterloo,1,23,4,2,116,0
2021-06-18,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-18,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-18,2270,York Region,0,28,0,0,243,0
2021-06-18,3895,Toronto,1,83,2,0,1395,3
2021-06-18,4913,South West,0,13,0,0,31,0
2021-06-18,5183,Huron Perth,1,12,0,2,25,0
2021-06-20,2226,Algoma,0,3,0,0,1,0
2021-06-20,2227,Brant,1,6,3,1,0,0
2021-06-20,2230,Durham,0,20,0,0,204,0
2021-06-20,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-20,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-20,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-20,2236,Halton,1,17,1,3,99,0
2021-06-20,2237,Hamilton,1,23,1,4,136,0
2021-06-20,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-20,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-20,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-20,2242,Lambton,0,9,0,0,12,0
2021-06-20,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-20,2244,Middlesex-London,0,22,0,0,74,2
2021-06-20,2246,Niagara,2,27,7,2,249,0
2021-06-20,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-20,2249,Northwestern,0,3,0,0,0,0
2021-06-20,2251,Ottawa,1,27,0,2,289,3
2021-06-20,2253,Peel,0,28,0,1,339,4
2021-06-20,2255,Peterborough,0,5,0,0,4,0
2021-06-20,2256,Porcupine,0,6,0,0,16,0
2021-06-20,2257,Renfrew,0,6,0,0,2,0
2021-06-20,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-20,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-20,2261,Sudbury,0,9,0,0,4,0
2021-06-20,2262,Thunder Bay,0,6,0,0,23,0
2021-06-20,2263,Timiskaming,0,5,0,0,0,0
2021-06-20,2265,Waterloo,1,23,4,2,116,0
2021-06-20,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-20,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-20,2270,York Region,0,28,0,0,243,0
2021-06-20,3895,Toronto,1,83,2,0,1395,3
2021-06-20,4913,South West,0,13,0,0,31,0
2021-06-20,5183,Huron Perth,1,12,0,0,25,0
2021-06-21,2226,Algoma,0,3,0,0,1,0
2021-06-21,2227,Brant,1,6,3,1,0,0
2021-06-21,2230,Durham,0,20,0,0,204,0
2021-06-21,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-21,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-21,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-21,2236,Halton,1,17,1,3,99,0
2021-06-21,2237,Hamilton,1,23,1,4,136,0
2021-06-21,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-21,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-21,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-21,2242,Lambton,0,9,0,0,12,0
2021-06-21,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-21,2244,Middlesex-London,0,22,0,0,74,2
2021-06-21,2246,Niagara,2,27,7,2,249,0
2021-06-21,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-21,2249,Northwestern,0,3,0,0,0,0
2021-06-21,2251,Ottawa,1,27,0,1,289,3
2021-06-21,2253,Peel,0,28,0,1,339,4
2021-06-21,2255,Peterborough,0,5,0,0,4,0
2021-06-21,2256,Porcupine,0,6,0,0,16,0
2021-06-21,2257,Renfrew,0,6,0,0,2,0
2021-06-21,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-21,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-21,2261,Sudbury,0,9,0,0,4,0
2021-06-21,2262,Thunder Bay,0,6,0,0,23,0
2021-06-21,2263,Timiskaming,0,5,0,0,0,0
2021-06-21,2265,Waterloo,1,23,4,2,116,0
2021-06-21,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-21,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-21,2270,York Region,1,27,1,2,243,0
2021-06-21,3895,Toronto,1,83,2,0,1395,3
2021-06-21,4913,South West,0,13,0,0,31,0
2021-06-21,5183,Huron Perth,0,13,0,0,25,0
2021-06-22,2226,Algoma,0,3,0,0,1,0
2021-06-22,2227,Brant,1,6,3,1,0,0
2021-06-22,2230,Durham,0,20,0,0,204,0
2021-06-22,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-22,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-22,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-22,2236,Halton,1,17,1,2,99,0
2021-06-22,2237,Hamilton,0,24,0,0,136,0
2021-06-22,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-22,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-22,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-22,2242,Lambton,0,9,0,0,12,0
2021-06-22,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-22,2244,Middlesex-London,0,22,0,0,74,2
2021-06-22,2246,Niagara,3,26,8,6,249,0
2021-06-22,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-22,2249,Northwestern,0,3,0,0,0,0
2021-06-22,2251,Ottawa,1,27,0,1,289,3
2021-06-22,2253,Peel,0,28,0,0,339,4
2021-06-22,2255,Peterborough,0,5,0,0,4,0
2021-06-22,2256,Porcupine,0,6,0,0,16,0
2021-06-22,2257,Renfrew,0,6,0,0,2,0
2021-06-22,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-22,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-22,2261,Sudbury,0,9,0,0,4,0
2021-06-22,2262,Thunder Bay,0,6,0,0,23,0
2021-06-22,2263,Timiskaming,0,5,0,0,0,0
2021-06-22,2265,Waterloo,1,23,3,2,116,0
2021-06-22,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-22,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-22,2270,York Region,1,27,1,2,243,0
2021-06-22,3895,Toronto,1,83,0,0,1395,3
2021-06-22,4913,South West,0,13,0,0,31,0
2021-06-22,5183,Huron Perth,0,13,0,0,25,0
2021-06-23,2226,Algoma,0,3,0,0,1,0
2021-06-23,2227,Brant,1,6,1,0,0,0
2021-06-23,2230,Durham,0,20,0,0,204,0
2021-06-23,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-23,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-23,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-23,2236,Halton,1,17,1,2,99,0
2021-06-23,2237,Hamilton,0,24,0,0,136,0
2021-06-23,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-23,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-23,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-23,2242,Lambton,0,9,0,0,12,0
2021-06-23,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-23,2244,Middlesex-London,0,22,0,0,74,2
2021-06-23,2246,Niagara,3,26,8,6,249,0
2021-06-23,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-23,2249,Northwestern,0,3,0,0,0,0
2021-06-23,2251,Ottawa,1,27,0,1,289,3
2021-06-23,2253,Peel,0,28,0,0,339,4
2021-06-23,2255,Peterborough,0,5,0,0,4,0
2021-06-23,2256,Porcupine,0,6,0,0,16,0
2021-06-23,2257,Renfrew,0,6,0,0,2,0
2021-06-23,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-23,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-23,2261,Sudbury,0,9,0,0,4,0
2021-06-23,2262,Thunder Bay,0,6,0,0,23,0
2021-06-23,2263,Timiskaming,0,5,0,0,0,0
2021-06-23,2265,Waterloo,1,23,3,2,116,0
2021-06-23,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-23,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-23,2270,York Region,0,28,0,0,243,0
2021-06-23,3895,Toronto,1,83,0,0,1395,3
2021-06-23,4913,South West,0,13,0,0,31,0
2021-06-23,5183,Huron Perth,0,13,0,0,25,0
2021-06-24,2226,Algoma,0,3,0,0,1,0
2021-06-24,2227,Brant,1,6,1,0,0,0
2021-06-24,2230,Durham,0,20,0,0,204,0
2021-06-24,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-24,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-24,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-24,2236,Halton,1,17,1,2,99,0
2021-06-24,2237,Hamilton,0,24,0,0,136,0
2021-06-24,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-24,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-24,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-24,2242,Lambton,0,9,0,0,12,0
2021-06-24,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-24,2244,Middlesex-London,0,22,0,0,74,2
2021-06-24,2246,Niagara,3,26,6,5,249,0
2021-06-24,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-24,2249,Northwestern,0,3,0,0,0,0
2021-06-24,2251,Ottawa,1,27,0,1,289,3
2021-06-24,2253,Peel,0,28,0,0,339,4
2021-06-24,2255,Peterborough,0,5,0,0,4,0
2021-06-24,2256,Porcupine,0,6,0,0,16,0
2021-06-24,2257,Renfrew,0,6,0,0,2,0
2021-06-24,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-24,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-24,2261,Sudbury,0,9,0,0,4,0
2021-06-24,2262,Thunder Bay,0,6,0,0,23,0
2021-06-24,2263,Timiskaming,0,5,0,0,0,0
2021-06-24,2265,Waterloo,1,23,3,2,116,0
2021-06-24,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-24,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-24,2270,York Region,0,28,0,0,243,0
2021-06-24,3895,Toronto,1,83,0,0,1395,3
2021-06-24,4913,South West,0,13,0,0,31,0
2021-06-24,5183,Huron Perth,0,13,0,0,25,0
2021-06-25,2226,Algoma,0,3,0,0,1,0
2021-06-25,2227,Brant,1,6,1,0,0,0
2021-06-25,2230,Durham,0,20,0,0,204,0
2021-06-25,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-25,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-25,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-25,2236,Halton,1,17,0,2,99,0
2021-06-25,2237,Hamilton,0,24,0,0,136,0
2021-06-25,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-25,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-25,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-25,2242,Lambton,0,9,0,0,12,0
2021-06-25,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-25,2244,Middlesex-London,0,22,0,0,74,2
2021-06-25,2246,Niagara,2,27,4,5,249,0
2021-06-25,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-25,2249,Northwestern,0,3,0,0,0,0
2021-06-25,2251,Ottawa,1,27,0,1,289,3
2021-06-25,2253,Peel,0,28,0,0,339,4
2021-06-25,2255,Peterborough,0,5,0,0,4,0
2021-06-25,2256,Porcupine,0,6,0,0,16,0
2021-06-25,2257,Renfrew,0,6,0,0,2,0
2021-06-25,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-25,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-25,2261,Sudbury,0,9,0,0,4,0
2021-06-25,2262,Thunder Bay,0,6,0,0,23,0
2021-06-25,2263,Timiskaming,0,5,0,0,0,0
2021-06-25,2265,Waterloo,1,23,3,1,116,0
2021-06-25,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-25,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-25,2270,York Region,0,28,0,0,243,0
2021-06-25,3895,Toronto,0,84,0,0,1395,3
2021-06-25,4913,South West,0,13,0,0,31,0
2021-06-25,5183,Huron Perth,0,13,0,0,25,0
2021-06-27,2226,Algoma,0,3,0,0,1,0
2021-06-27,2227,Brant,1,6,1,0,0,0
2021-06-27,2230,Durham,0,20,0,0,204,0
2021-06-27,2233,Grey-Bruce,0,9,0,0,0,0
2021-06-27,2234,Haldimand-Norfolk,0,10,0,0,23,0
2021-06-27,2235,Haliburton Kawartha Pr,0,12,0,0,53,0
2021-06-27,2236,Halton,1,17,0,2,99,0
2021-06-27,2237,Hamilton,0,24,0,0,136,0
2021-06-27,2238,Hastings Prince Edward,0,5,0,0,3,0
2021-06-27,2240,Chatham-Kent,0,5,0,0,2,0
2021-06-27,2241,Kingston Frontenac L & A,0,6,0,0,0,0
2021-06-27,2242,Lambton,0,9,0,0,12,0
2021-06-27,2243,"Leeds,Grenville,Lanark",0,8,0,0,35,0
2021-06-27,2244,Middlesex-London,0,22,0,0,74,2
2021-06-27,2246,Niagara,2,27,4,5,249,0
2021-06-27,2247,North Bay-Parry Sound,0,5,0,0,0,0
2021-06-27,2249,Northwestern,0,3,0,0,0,0
2021-06-27,2251,Ottawa,1,27,0,1,289,3
2021-06-27,2253,Peel,0,28,0,0,339,4
2021-06-27,2255,Peterborough,0,5,0,0,4,0
2021-06-27,2256,Porcupine,0,6,0,0,16,0
2021-06-27,2257,Renfrew,0,6,0,0,2,0
2021-06-27,2258,Eastern Ontario,0,18,0,0,54,0
2021-06-27,2260,Simcoe-Muskoka,0,21,0,0,111,0
2021-06-27,2261,Sudbury,0,9,0,0,4,0
2021-06-27,2262,Thunder Bay,0,6,0,0,23,0
2021-06-27,2263,Timiskaming,0,5,0,0,0,0
2021-06-27,2265,Waterloo,1,23,3,1,116,0
2021-06-27,2266,Wellington-Dufferin-Guelph,0,15,0,0,47,0
2021-06-27,2268,Windsor-Essex,0,19,0,0,192,1
2021-06-27,2270,York Region,0,28,0,0,243,0
2021-06-27,3895,Toronto,0,84,0,0,1395,3
2021-06-27,4913,South West,0,13,0,0,31,0
2021-06-27,5183,Huron Perth,0,13,0,0,25,0
2021-06-28,2226,"Algoma",0,3,0,0,1,0
2021-06-28,2227,"Brant",1,6,1,0,0,0
2021-06-28,2240,"Chatham-Kent",0,5,0,0,2,0
2021-06-28,2230,"Durham",0,20,0,0,204,0
2021-06-28,2258,"Eastern Ontario",0,18,0,0,54,0
2021-06-28,2233,"Grey-Bruce",0,9,0,0,0,0
2021-06-28,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-06-28,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-06-28,2236,"Halton",0,18,0,0,99,0
2021-06-28,2237,"Hamilton",0,24,0,0,136,0
2021-06-28,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-06-28,5183,"Huron Perth",0,13,0,0,25,0
2021-06-28,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-06-28,2242,"Lambton",1,8,1,2,12,0
2021-06-28,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-06-28,2244,"Middlesex-London",0,22,0,0,74,2
2021-06-28,2246,"Niagara",1,28,3,1,249,0
2021-06-28,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-06-28,2249,"Northwestern",0,3,0,0,0,0
2021-06-28,2251,"Ottawa",1,27,0,1,289,3
2021-06-28,2253,"Peel",0,28,0,0,339,4
2021-06-28,2255,"Peterborough",0,5,0,0,4,0
2021-06-28,2256,"Porcupine",0,6,0,0,16,0
2021-06-28,2257,"Renfrew",0,6,0,0,2,0
2021-06-28,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-06-28,4913,"South West",0,13,0,0,31,0
2021-06-28,2261,"Sudbury",0,9,0,0,4,0
2021-06-28,2262,"Thunder Bay",0,6,0,0,23,0
2021-06-28,2263,"Timiskaming",0,5,0,0,0,0
2021-06-28,3895,"Toronto",0,84,0,0,1395,3
2021-06-28,2265,"Waterloo",1,23,3,1,116,0
2021-06-28,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-06-28,2268,"Windsor-Essex",0,19,0,0,192,1
2021-06-28,2270,"York Region",0,28,0,0,243,0
2021-06-29,2226,"Algoma",0,3,0,0,1,0
2021-06-29,2227,"Brant",0,7,0,0,0,0
2021-06-29,2240,"Chatham-Kent",0,5,0,0,2,0
2021-06-29,2230,"Durham",0,20,0,0,204,0
2021-06-29,2258,"Eastern Ontario",0,18,0,0,54,0
2021-06-29,2233,"Grey-Bruce",0,9,0,0,0,0
2021-06-29,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-06-29,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-06-29,2236,"Halton",0,18,0,0,99,0
2021-06-29,2237,"Hamilton",0,24,0,0,136,0
2021-06-29,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-06-29,5183,"Huron Perth",0,13,0,0,25,0
2021-06-29,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-06-29,2242,"Lambton",1,8,1,2,12,0
2021-06-29,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-06-29,2244,"Middlesex-London",0,22,0,0,74,2
2021-06-29,2246,"Niagara",1,28,0,0,249,0
2021-06-29,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-06-29,2249,"Northwestern",0,3,0,0,0,0
2021-06-29,2251,"Ottawa",0,28,0,0,289,3
2021-06-29,2253,"Peel",0,28,0,0,339,4
2021-06-29,2255,"Peterborough",0,5,0,0,4,0
2021-06-29,2256,"Porcupine",0,6,0,0,16,0
2021-06-29,2257,"Renfrew",0,6,0,0,2,0
2021-06-29,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-06-29,4913,"South West",0,13,0,0,31,0
2021-06-29,2261,"Sudbury",0,9,0,0,4,0
2021-06-29,2262,"Thunder Bay",0,6,0,0,23,0
2021-06-29,2263,"Timiskaming",0,5,0,0,0,0
2021-06-29,3895,"Toronto",0,84,0,1,1395,3
2021-06-29,2265,"Waterloo",1,23,8,1,116,0
2021-06-29,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-06-29,2268,"Windsor-Essex",0,19,0,0,192,1
2021-06-29,2270,"York Region",0,28,0,0,243,0
2021-06-30,2226,"Algoma",0,3,0,0,1,0
2021-06-30,2227,"Brant",0,7,0,0,0,0
2021-06-30,2240,"Chatham-Kent",0,5,0,0,2,0
2021-06-30,2230,"Durham",0,20,0,0,204,0
2021-06-30,2258,"Eastern Ontario",0,18,0,0,54,0
2021-06-30,2233,"Grey-Bruce",0,9,0,0,0,0
2021-06-30,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-06-30,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-06-30,2236,"Halton",0,18,0,0,99,0
2021-06-30,2237,"Hamilton",0,24,0,0,136,0
2021-06-30,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-06-30,5183,"Huron Perth",0,13,0,0,25,0
2021-06-30,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-06-30,2242,"Lambton",1,8,1,2,12,0
2021-06-30,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-06-30,2244,"Middlesex-London",0,22,0,0,74,2
2021-06-30,2246,"Niagara",1,28,0,0,249,0
2021-06-30,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-06-30,2249,"Northwestern",0,3,0,0,0,0
2021-06-30,2251,"Ottawa",0,28,0,0,289,3
2021-06-30,2253,"Peel",0,28,0,0,339,4
2021-06-30,2255,"Peterborough",0,5,0,0,4,0
2021-06-30,2256,"Porcupine",0,6,0,0,16,0
2021-06-30,2257,"Renfrew",0,6,0,0,2,0
2021-06-30,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-06-30,4913,"South West",0,13,0,0,31,0
2021-06-30,2261,"Sudbury",0,9,0,0,4,0
2021-06-30,2262,"Thunder Bay",0,6,0,0,23,0
2021-06-30,2263,"Timiskaming",0,5,0,0,0,0
2021-06-30,3895,"Toronto",0,84,0,1,1395,3
2021-06-30,2265,"Waterloo",1,23,8,1,116,0
2021-06-30,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-06-30,2268,"Windsor-Essex",0,19,0,0,192,1
2021-06-30,2270,"York Region",0,28,0,0,243,0
2021-07-02,2226,"Algoma",0,3,0,0,1,0
2021-07-02,2227,"Brant",0,7,0,0,0,0
2021-07-02,2240,"Chatham-Kent",0,5,0,0,2,0
2021-07-02,2230,"Durham",0,20,0,0,204,0
2021-07-02,2258,"Eastern Ontario",0,18,0,0,54,0
2021-07-02,2233,"Grey-Bruce",0,9,0,0,0,0
2021-07-02,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-07-02,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-07-02,2236,"Halton",1,17,14,1,99,0
2021-07-02,2237,"Hamilton",0,24,0,0,136,0
2021-07-02,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-07-02,5183,"Huron Perth",0,13,0,0,25,0
2021-07-02,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-07-02,2242,"Lambton",1,8,1,2,12,0
2021-07-02,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-07-02,2244,"Middlesex-London",0,22,0,0,74,2
2021-07-02,2246,"Niagara",0,29,0,0,249,0
2021-07-02,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-07-02,2249,"Northwestern",0,3,0,0,0,0
2021-07-02,2251,"Ottawa",0,28,0,0,289,3
2021-07-02,2253,"Peel",0,28,0,0,339,4
2021-07-02,2255,"Peterborough",0,5,0,0,4,0
2021-07-02,2256,"Porcupine",0,6,0,0,16,0
2021-07-02,2257,"Renfrew",0,6,0,0,2,0
2021-07-02,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-07-02,4913,"South West",0,13,0,0,31,0
2021-07-02,2261,"Sudbury",0,9,0,0,4,0
2021-07-02,2262,"Thunder Bay",0,6,0,0,23,0
2021-07-02,2263,"Timiskaming",0,5,0,0,0,0
2021-07-02,3895,"Toronto",0,84,0,1,1395,3
2021-07-02,2265,"Waterloo",1,23,6,1,116,0
2021-07-02,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-07-02,2268,"Windsor-Essex",0,19,0,0,192,1
2021-07-02,2270,"York Region",0,28,0,0,243,0
2021-07-04,2226,"Algoma",0,3,0,0,1,0
2021-07-04,2227,"Brant",0,7,0,0,0,0
2021-07-04,2240,"Chatham-Kent",0,5,0,0,2,0
2021-07-04,2230,"Durham",0,20,0,0,204,0
2021-07-04,2258,"Eastern Ontario",0,18,0,0,54,0
2021-07-04,2233,"Grey-Bruce",0,9,0,0,0,0
2021-07-04,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-07-04,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-07-04,2236,"Halton",1,17,15,1,100,0
2021-07-04,2237,"Hamilton",0,24,0,0,136,0
2021-07-04,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-07-04,5183,"Huron Perth",0,13,0,0,25,0
2021-07-04,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-07-04,2242,"Lambton",1,8,1,2,12,0
2021-07-04,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-07-04,2244,"Middlesex-London",0,22,0,0,74,2
2021-07-04,2246,"Niagara",0,29,0,0,249,0
2021-07-04,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-07-04,2249,"Northwestern",0,3,0,0,0,0
2021-07-04,2251,"Ottawa",0,28,0,0,289,3
2021-07-04,2253,"Peel",0,28,0,0,339,4
2021-07-04,2255,"Peterborough",0,5,0,0,4,0
2021-07-04,2256,"Porcupine",0,6,0,0,16,0
2021-07-04,2257,"Renfrew",0,6,0,0,2,0
2021-07-04,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-07-04,4913,"South West",0,13,0,0,31,0
2021-07-04,2261,"Sudbury",0,9,0,0,4,0
2021-07-04,2262,"Thunder Bay",0,6,0,0,23,0
2021-07-04,2263,"Timiskaming",0,5,0,0,0,0
2021-07-04,3895,"Toronto",0,84,0,1,1395,3
2021-07-04,2265,"Waterloo",1,23,6,2,116,0
2021-07-04,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-07-04,2268,"Windsor-Essex",0,19,0,0,192,1
2021-07-04,2270,"York Region",0,28,0,0,243,0
2021-07-05,2226,"Algoma",0,3,0,0,1,0
2021-07-05,2227,"Brant",0,7,0,0,0,0
2021-07-05,2240,"Chatham-Kent",0,5,0,0,2,0
2021-07-05,2230,"Durham",0,20,0,0,204,0
2021-07-05,2258,"Eastern Ontario",0,18,0,0,54,0
2021-07-05,2233,"Grey-Bruce",0,9,0,0,0,0
2021-07-05,2234,"Haldimand-Norfolk",0,10,0,0,23,0
2021-07-05,2235,"Haliburton-Kawartha PR",0,12,0,0,53,0
2021-07-05,2236,"Halton",1,17,16,1,100,0
2021-07-05,2237,"Hamilton",0,24,0,0,136,0
2021-07-05,2238,"Hastings Prince Edward",0,5,0,0,3,0
2021-07-05,5183,"Huron Perth",0,13,0,0,25,0
2021-07-05,2241,"Kingston Frontenac L & A",0,6,0,0,0,0
2021-07-05,2242,"Lambton",1,8,1,2,12,0
2021-07-05,2243,"Leeds, Grenville, Lanark",0,8,0,0,35,0
2021-07-05,2244,"Middlesex-London",0,22,0,0,74,2
2021-07-05,2246,"Niagara",0,29,0,0,249,0
2021-07-05,2247,"North Bay-Perry Sound",0,5,0,0,0,0
2021-07-05,2249,"Northwestern",0,3,0,0,0,0
2021-07-05,2251,"Ottawa",0,28,0,0,289,3
2021-07-05,2253,"Peel",0,28,0,0,339,4
2021-07-05,2255,"Peterborough",0,5,0,0,4,0
2021-07-05,2256,"Porcupine",0,6,0,0,16,0
2021-07-05,2257,"Renfrew",0,6,0,0,2,0
2021-07-05,2260,"Simcoe-Muskoka",0,21,0,0,111,0
2021-07-05,4913,"South West",0,13,0,0,31,0
2021-07-05,2261,"Sudbury",0,9,0,0,4,0
2021-07-05,2262,"Thunder Bay",0,6,0,0,23,0
2021-07-05,2263,"Timiskaming",0,5,0,0,0,0
2021-07-05,3895,"Toronto",0,84,0,1,1395,3
2021-07-05,2265,"Waterloo",1,23,6,2,116,0
2021-07-05,2266,"Wellington-Dufferin-Guelph",0,15,0,0,47,0
2021-07-05,2268,"Windsor-Essex",0,19,0,0,192,1
2021-07-05,2270,"York Region",0,28,0,0,243,0
2021-07-06,2226,"Algoma",0,3,0,0,1,0
